LATITUDE,LONGITUDE,DATE
39.81666667,-106.45,2001-07-20
39.51666667,-106.71666667,2001-09-30
40.11666667,-107.48055556,2001-10-27
38.65333333,-108.73333333,2001-07-03
38.64583333,-106.85277778,2001-07-05
38.07388889,-108.37083333,2001-07-05
38.9,-108.22861111,2001-07-07
39.32638889,-108.33527778,2001-09-09
37.86166667,-107.80222222,2001-10-01
39.71666667,-107.6,2001-09-04
38.71833333,-106.21083333,2001-04-15
39.22222222,-104.98777778,2001-07-04
38.80472222,-106.13666667,2001-04-15
37.98333333,-105.00083333,2001-06-23
37.9,-105.26694444,2001-07-10
38.36666667,-105.24361111,2001-08-01
39.03527778,-106.19222222,2001-07-29
37.63833333,-103.64472222,2001-04-29
39.24666667,-105.33055556,2001-05-18
39.55111111,-105.73138889,2001-06-10
39.34666667,-105.36472222,2001-06-28
39.41694444,-105.11888889,2001-07-04
39.17861111,-105.24888889,2001-07-02
38.43916667,-108.95305556,2001-06-30
39.03805556,-105.98583333,2001-06-29
38.0,-105.00055556,2001-06-15
37.72194444,-107.19138889,2001-07-01
39.0425,-105.53027778,2001-12-22
39.22222222,-105.23,2001-07-16
39.42805556,-105.15388889,2001-08-19
37.28694444,-103.07777778,2001-11-12
37.66694444,-103.78861111,2001-07-12
37.73361111,-103.66055556,2001-07-12
40.07611111,-106.14472222,2001-06-07
40.405,-106.76583333,2001-06-29
40.45722222,-106.06,2001-07-01
40.94111111,-106.85833333,2001-07-04
40.15777778,-107.51611111,2001-07-23
40.76083333,-107.21444444,2001-08-27
40.98361111,-106.35027778,2001-09-06
40.75222222,-107.06805556,2001-09-29
40.66166667,-106.795,2001-07-08
40.76583333,-106.77861111,2000-07-17
40.66527778,-106.77861111,2000-07-17
40.92388889,-106.91083333,2000-08-06
40.18638889,-106.74388889,2000-08-06
40.76583333,-106.75972222,2000-08-11
40.18638889,-106.74388889,2000-08-11
40.76638889,-106.86194444,2000-09-15
40.18638889,-105.41416667,2001-04-19
40.5125,-105.33861111,2001-07-07
40.66472222,-105.58694444,2001-06-23
40.72166667,-105.24361111,2001-08-06
40.78611111,-104.49166667,2001-09-06
40.72694444,-105.25027778,2001-07-07
40.85638889,-104.36805556,2001-11-07
40.88944444,-104.73777778,2001-09-29
40.24722222,-105.4,2001-09-01
40.44527778,-105.24027778,2001-07-07
37.35444444,-108.18583333,2002-08-09
37.36333333,-107.86,2002-04-05
37.28916667,-107.57805556,2002-04-26
37.28444444,-106.93861111,2002-05-27
37.60694444,-107.75138889,2002-06-01
37.46305556,-107.27,2002-07-20
37.44527778,-108.24388889,2002-06-06
37.43333333,-107.78305556,2002-06-09
37.3725,-107.85833333,2002-06-25
37.51083333,-106.96472222,2002-06-29
37.61111111,-107.915,2002-07-14
37.64,-108.63833333,2002-07-15
37.175,-106.86,2002-07-19
37.16444444,-107.27222222,2002-07-19
37.15388889,-107.02083333,2002-07-23
37.47194444,-107.08611111,2002-07-26
38.4525,-109.01305556,2002-07-05
38.47722222,-109.04972222,2002-08-08
38.44666667,-109.00722222,2002-05-20
40.20666667,-106.23611111,2002-07-12
40.09805556,-107.22777778,2002-07-13
40.70833333,-106.78138889,2002-08-12
40.22666667,-106.20694444,2002-07-24
40.77611111,-107.18472222,2002-08-23
40.81472222,-106.81444444,2002-07-12
40.30833333,-106.69166667,2002-07-14
40.67555556,-104.45027778,2002-01-26
40.72888889,-105.3125,2002-02-23
40.10666667,-105.325,2002-02-23
40.72111111,-104.47583333,2002-02-10
40.705,-105.31527778,2002-04-17
40.80833333,-104.00833333,2002-06-01
40.72638889,-104.44527778,2002-06-03
40.60805556,-105.60416667,2002-06-29
40.78583333,-105.69722222,2002-07-01
40.28555556,-105.38222222,2002-07-17
40.71027778,-105.61583333,2002-08-31
40.67416667,-104.50694444,2002-08-06
40.67083333,-105.34472222,2002-11-23
40.11166667,-105.33833333,2002-12-15
39.35138889,-106.95222222,2002-06-05
39.51666667,-106.63555556,2002-06-11
39.78527778,-106.51694444,2002-07-19
39.31277778,-107.61472222,2002-07-17
39.93472222,-107.61527778,2002-08-29
39.61666667,-106.07055556,2002-08-16
39.75333333,-107.56,2002-07-13
39.32638889,-107.31694444,2002-09-05
39.68444444,-107.49472222,2002-06-22
39.99416667,-107.28666667,2002-07-19
39.6375,-106.54166667,2002-08-02
39.54333333,-107.42333333,2002-06-08
39.13305556,-105.07777778,2002-08-28
39.06222222,-105.36638889,2002-04-01
38.23777778,-108.34805556,2002-05-20
38.20583333,-108.27916667,2002-05-20
38.425,-108.49944444,2002-05-20
38.34916667,-108.43972222,2002-05-20
38.35138889,-108.25138889,2002-05-21
38.65222222,-107.35222222,2002-06-29
39.02972222,-108.26583333,2002-07-02
38.55361111,-108.43527778,2002-07-09
38.94194444,-108.17527778,2002-07-17
38.12444444,-106.81194444,2002-08-17
38.68527778,-107.28083333,2002-08-23
38.10527778,-108.1275,2002-08-19
38.38722222,-108.41805556,2002-08-22
37.90916667,-108.20833333,2002-06-22
39.09444444,-107.76333333,2002-08-15
38.5425,-107.11,2002-07-10
38.84638889,-107.09861111,2002-10-16
39.425,-105.525,2002-04-23
39.55,-105.41666667,2002-05-05
39.25,-105.19166667,2002-05-22
39.00583333,-105.11805556,2002-06-10
38.67833333,-105.905,2002-06-01
38.375,-106.20388889,2002-06-01
39.10722222,-106.39638889,2002-05-26
39.29944444,-105.59805556,2002-04-17
38.28,-105.225,2002-05-19
38.05194444,-105.24416667,2002-04-27
39.0575,-105.40833333,2002-06-08
39.0225,-105.01138889,2002-05-05
39.02027778,-105.2475,2002-04-16
39.0925,-105.08083333,2002-03-10
37.28694444,-103.18666667,2002-04-25
37.36638889,-102.96111111,2002-05-15
37.30222222,-102.78583333,2002-07-21
37.21388889,-103.11416667,2002-08-18
37.185,-102.87833333,2002-05-26
37.15055556,-102.72416667,2002-05-26
37.80138889,-105.88222222,2002-03-31
37.65055556,-106.6,2002-04-24
37.73305556,-107.23444444,2002-05-21
38.19333333,-106.19361111,2002-05-22
38.25,-106.285,2002-05-31
38.07472222,-106.56083333,2002-06-04
37.62694444,-106.6675,2002-06-19
38.08138889,-106.42611111,2002-08-24
37.87416667,-106.42972222,2002-06-04
37.61222222,-106.46638889,2002-08-12
37.02472222,-102.53361111,2003-01-07
37.10694444,-103.01166667,2003-09-21
37.36944444,-102.74472222,2003-07-30
37.04055556,-102.42583333,2003-07-27
37.07944444,-102.37638889,2003-08-19
38.87555556,-105.00694444,2003-07-13
37.50555556,-107.53,2003-07-06
37.20972222,-106.81361111,2003-05-03
37.4175,-107.20638889,2003-06-03
37.40083333,-107.035,2003-07-02
37.28944444,-106.73583333,2003-07-04
38.08611111,-105.04972222,2003-08-20
39.28444444,-105.13666667,2003-08-12
37.57305556,-107.28611111,2003-07-22
40.32861111,-105.41555556,2003-07-16
40.28777778,-105.31916667,2003-07-23
40.73194444,-105.25833333,2003-08-19
40.33666667,-105.36611111,2003-08-26
40.16777778,-105.33888889,2003-06-15
40.20916667,-105.40444444,2003-07-25
37.29638889,-107.38416667,2003-05-28
37.22083333,-107.29277778,2003-07-15
37.26583333,-107.38388889,2003-07-19
37.52166667,-108.49361111,2003-07-25
40.85194444,-106.69916667,2003-07-29
38.90444444,-104.95138889,2003-09-28
37.185,-102.84,2003-11-26
39.41638889,-107.01972222,2003-08-14
39.59638889,-107.24166667,2003-08-10
39.7,-107.23333333,2003-07-11
39.93333333,-107.575,2003-07-25
39.34444444,-106.61444444,2003-09-21
39.63444444,-107.28694444,2003-10-23
37.99305556,-107.88472222,2003-07-04
38.28027778,-108.33972222,2003-07-18
38.06055556,-108.30583333,2003-07-26
38.24861111,-107.37527778,2003-07-18
38.07111111,-108.18166667,2003-07-16
38.19694444,-108.21416667,2003-07-15
38.51166667,-108.37388889,2003-07-27
38.6125,-108.73972222,2003-08-18
38.48222222,-108.25333333,2003-09-13
38.32194444,-108.44722222,2003-08-10
37.90083333,-108.19583333,2003-07-04
38.22638889,-108.14027778,2003-10-17
38.51027778,-107.56583333,2003-10-24
37.8875,-107.875,2003-07-10
38.51444444,-107.25416667,2003-10-29
37.39888889,-107.36222222,2002-08-24
37.41222222,-107.32472222,2002-08-24
37.89083333,-108.73888889,2002-09-04
37.30694444,-107.33277778,2002-10-08
37.60694444,-107.75222222,2002-08-16
40.75416667,-105.52083333,2004-03-19
40.55583333,-105.37444444,2004-03-24
38.40944444,-109.02472222,2004-08-04
37.2175,-107.31166667,2004-07-11
37.52805556,-107.7725,2004-08-10
37.23027778,-106.88416667,2004-08-20
37.68138889,-108.20916667,2004-06-21
37.69916667,-108.71194444,2004-08-15
37.16722222,-106.97944444,2004-08-22
37.53027778,-107.13583333,2004-06-17
37.51527778,-106.31361111,2003-06-14
37.80583333,-107.09083333,2003-07-04
38.30333333,-105.24416667,2004-07-11
37.28666667,-102.60916667,2004-02-29
38.64222222,-106.01638889,2004-06-05
39.06333333,-104.93277778,2004-06-15
40.92472222,-106.89972222,2004-07-21
40.79444444,-107.02444444,2004-09-01
37.12666667,-102.45888889,2004-06-04
39.04722222,-105.17166667,2004-09-02
37.59444444,-103.63305556,2004-06-07
37.05388889,-102.40666667,2004-06-04
37.0975,-102.37055556,2004-06-04
37.05388889,-102.35222222,2004-06-04
37.3275,-107.37388889,2004-08-30
39.74888889,-106.61027778,2004-08-17
37.10138889,-106.25972222,2004-07-02
39.36888889,-105.13666667,2004-01-19
40.15444444,-105.425,2004-07-08
40.71166667,-105.29527778,2004-07-12
40.65416667,-104.48833333,2004-03-11
38.59833333,-107.37111111,2004-06-20
38.23,-107.43722222,2004-06-24
38.3725,-108.2325,2004-06-24
38.98111111,-108.18194444,2004-06-16
38.31388889,-108.34333333,2004-07-21
37.05,-107.5506,1992-03-16
37.1167,-107.4173,1992-06-25
37.1,-107.5506,1993-03-22
37.1333,-107.5506,1993-03-24
37.15,-107.5673,1993-05-12
37.0833,-107.4506,1993-06-24
37.0833,-107.1339,1994-05-15
37.05,-108.2173,1994-06-16
37.0833,-108.0006,1994-06-26
37.0833,-107.9006,1994-06-27
37.1333,-107.1006,1994-07-01
37.1167,-107.9642,1994-07-13
37.1333,-108.2006,1994-07-23
37.0864,-107.037,1994-08-30
37.3333,-107.0839,1995-04-17
37.15,-107.5673,1995-05-11
37.0333,-107.5839,1995-06-29
37.1167,-107.8673,1995-07-25
37.05,-107.9673,1995-07-28
37.0833,-107.4339,1995-07-30
37.0667,-107.1673,1995-08-02
37.15,-107.5839,1995-08-06
37.1006,-107.4359,1995-10-17
37.1333,-107.6339,1996-05-02
37.1333,-107.6339,1996-05-03
37.15,-107.6006,1996-05-04
37.1833,-107.6006,1996-06-09
37.0333,-107.2339,1996-06-10
37.0917,-108.1006,1996-06-24
37.1836,-107.9126,1996-08-14
37.012,-107.1603,1996-08-15
37.0794,-107.3548,1996-08-16
37.0333,-107.8873,1997-07-14
37.1561,-107.6089,1998-03-12
37.1542,-107.6498,1998-03-16
37.075,-107.5612,1998-04-01
37.1167,-107.2839,1998-04-11
37.0056,-107.27,1998-05-13
37.1278,-107.6373,1998-05-25
37.1358,-108.2673,1998-05-31
37.1519,-107.6031,1998-06-09
37.1358,-108.1256,1998-06-17
37.2036,-107.8073,1998-06-20
37.1864,-108.2101,1998-06-25
37.1861,-108.2037,1998-06-26
37.085,-107.3395,1998-07-18
37.0697,-107.3775,1998-08-15
37.1278,-107.6423,1999-01-07
37.0739,-107.9451,1999-06-25
37.0975,-108.0651,1999-06-29
37.1964,-108.0931,1999-07-04
37.0489,-107.0834,1999-08-23
37.05,-108.284,1992-10-06
37.0475,-108.9173,1993-04-29
37.1478,-108.7026,1993-06-03
37.1736,-108.6979,1993-06-05
37.2019,-108.7423,1993-06-07
37.2069,-108.7229,1993-06-10
37.1764,-108.6979,1993-06-11
37.2269,-108.6215,1993-06-17
37.2058,-108.9893,1993-06-21
37.2056,-108.6868,1993-06-21
37.2375,-108.6243,1993-06-21
37.0611,-108.8757,1993-06-22
37.1778,-108.4451,1993-06-23
37.0806,-108.7298,1993-07-05
37.1358,-108.9515,1993-07-07
37.2042,-108.7312,1993-07-07
37.1917,-108.6993,1993-07-29
37.0914,-108.9923,1993-07-30
37.1833,-108.434,1993-08-14
37.1875,-108.6798,1993-08-24
37.1847,-108.722,1994-06-05
37.1994,-108.7165,1994-06-11
37.0611,-108.7395,1994-06-20
37.3167,-108.9034,1994-06-30
37.0167,-108.7923,1994-07-04
37.2047,-108.7243,1994-07-07
37.1819,-108.8926,1994-07-11
37.2597,-108.7423,1994-07-15
37.2025,-108.7457,1994-07-16
37.2017,-108.3362,1994-07-24
37.0072,-108.7473,1994-08-01
37.0561,-108.977,1994-08-08
37.2083,-108.4081,1994-08-23
37.05,-108.8965,1994-08-24
37.29,-108.0876,1994-08-28
37.1856,-108.7204,1995-04-13
37.1872,-108.6893,1995-06-10
37.0408,-108.9798,1995-06-14
37.0875,-108.7465,1995-06-18
37.1539,-108.7012,1995-06-19
37.1422,-108.7118,1995-06-30
37.2033,-108.7037,1995-07-03
37.2028,-108.7232,1995-07-06
37.08,-108.7562,1995-07-10
37.1978,-108.689,1995-07-10
37.2136,-108.6776,1995-07-12
37.0447,-108.9145,1995-07-22
37.2092,-108.727,1995-07-24
37.0792,-108.7357,1995-07-26
37.2044,-108.7179,1995-07-27
37.0825,-108.7334,1995-07-31
37.2142,-108.7312,1995-08-05
37.2161,-108.6826,1995-08-12
37.2208,-108.7382,1995-08-30
37.0364,-108.9409,1995-09-04
37.1756,-108.7137,1995-11-29
37.1881,-108.7026,1996-02-22
37.2353,-108.762,1996-02-24
37.025,-109.0173,1996-03-03
37.1861,-108.7001,1996-03-22
37.0053,-108.749,1996-03-28
37.0808,-108.7384,1996-04-05
37.0269,-108.7457,1996-04-05
37.0811,-108.7368,1996-04-05
37.1922,-108.7007,1996-04-17
37.225,-108.734,1996-04-21
37.1833,-108.684,1996-04-21
37.0208,-108.7562,1996-04-23
37.2017,-108.7045,1996-05-10
37.2083,-108.7215,1996-05-23
37.0081,-108.7487,1996-05-27
37.1489,-108.8218,1996-05-27
37.1625,-108.8648,1996-05-27
37.1072,-108.857,1996-06-05
37.2036,-108.7048,1996-06-23
37.1731,-108.8923,1996-08-29
37.2028,-108.727,1997-06-19
37.1106,-109.0157,1997-06-21
37.33,-108.7701,1997-06-24
37.055,-108.8659,1997-06-25
37.0847,-108.9979,1997-06-25
37.0544,-108.8498,1997-06-30
37.3208,-108.784,1997-06-30
37.1339,-109.0282,1997-07-05
37.2014,-108.6868,1997-07-06
37.1667,-108.8507,1997-07-08
37.2142,-108.7295,1997-07-16
37.0542,-108.8679,1997-07-17
37.2,-108.7265,1997-07-21
37.2164,-108.5984,1998-05-20
37.0478,-108.9229,1998-06-01
37.0536,-108.8865,1998-06-06
37.1825,-108.7187,1998-06-07
37.0175,-108.994,1998-06-10
37.0611,-108.8076,1998-06-14
37.2039,-108.7098,1998-06-15
37.0808,-108.9945,1998-06-17
37.1981,-108.6895,1998-06-18
37.0064,-108.7498,1998-06-21
37.0542,-108.872,1998-06-21
37.2139,-108.7357,1998-06-23
37.0239,-108.9679,1998-06-27
37.2,-108.719,1998-06-29
37.2108,-108.7257,1998-06-30
37.1636,-108.8493,1998-07-01
37.2053,-108.7273,1998-07-03
37.2122,-108.7251,1998-07-03
37.2942,-108.7223,1998-07-04
37.2114,-108.7229,1998-07-05
37.3042,-108.6909,1998-07-05
37.1042,-108.409,1998-07-20
37.1214,-108.4662,1998-07-20
37.0358,-108.3265,1998-07-20
37.0169,-108.8443,1998-07-21
37.3303,-108.7187,1998-08-12
37.0792,-108.4868,1998-08-15
37.0903,-109.0018,1998-09-03
37.1972,-108.7298,1998-09-29
37.2375,-108.7648,1999-04-11
37.2114,-108.7298,1999-06-03
37.175,-108.8645,1999-06-18
37.2533,-108.7209,1999-06-20
37.0944,-108.4843,1999-06-21
37.1403,-108.5901,1999-06-21
37.1806,-108.9604,1999-07-05
37.1989,-108.7201,1999-07-06
37.2131,-108.6923,1999-07-30
36.9953,-107.0717,1996-07-07
36.9933,-107.1589,1999-07-12
38.4167,-105.8339,1992-04-25
38.2333,-105.5339,1992-06-30
38.4667,-105.3005,1992-07-05
38.6833,-105.2839,1992-08-02
38.5333,-105.4005,1992-09-11
38.6333,-105.5839,1993-07-31
38.8,-105.5339,1993-07-31
38.4,-102.4171,1993-08-18
38.8167,-105.1505,1993-09-28
38.2167,-105.2339,1994-04-23
38.5833,-105.0339,1994-06-11
39.7,-105.7839,1994-06-19
38.6167,-105.4172,1994-06-21
38.35,-105.5672,1994-06-22
38.4833,-105.9006,1994-06-30
38.7,-105.4839,1994-07-11
38.4333,-105.4506,1994-07-11
38.6833,-105.4005,1994-07-16
38.6167,-105.4005,1994-07-16
38.5333,-105.0672,1994-07-30
38.5333,-105.4506,1994-07-30
37.5667,-105.5672,1994-07-30
37.1167,-105.8006,1994-09-20
38.5,-105.4672,1995-07-12
38.5833,-105.1672,1995-07-29
38.5833,-105.1672,1995-07-29
38.1167,-105.7506,1995-08-03
38.4667,-105.4672,1995-08-04
40.2,-105.3172,1995-09-02
38.0667,-105.0672,1995-09-03
38.3333,-105.7339,1995-10-12
38.35,-105.7339,1995-10-12
40.2,-105.3172,1995-10-27
37.3667,-104.8005,1995-11-01
38.5833,-105.3672,1995-11-09
38.1833,-105.4506,1996-03-11
38.6667,-105.2339,1996-05-11
38.5667,-105.0005,1996-05-18
38.8,-105.2339,1996-06-11
38.55,-105.1005,1996-06-23
38.6667,-105.2672,1996-07-16
38.5,-105.4839,1996-07-20
38.55,-106.1672,1996-10-08
38.3667,-105.2339,1996-10-16
38.5833,-105.2005,1997-03-08
38.3833,-105.5172,1997-07-10
38.6333,-105.1505,1997-07-10
38.7333,-105.1672,1998-05-28
38.6667,-105.3339,1998-05-29
38.4833,-105.1172,1998-07-19
38.62706,-105.49224,1999-04-09
38.55632,-105.08799,1999-05-17
38.42998,-105.26245,1999-07-04
38.4417,-105.2686,1999-08-18
39.7666,-108.384,1992-04-09
39.9833,-108.1006,1992-04-10
39.75,-108.4173,1992-06-14
40.25,-108.5673,1992-06-21
39.8666,-108.7673,1992-06-23
39.95,-108.1006,1992-06-28
39.75,-108.8673,1992-06-29
40.8,-107.6506,1992-07-16
39.9,-108.4506,1992-07-21
40.55,-108.834,1992-07-21
40.85,-108.884,1992-07-21
39.7666,-108.9007,1992-07-29
39.8333,-108.1673,1992-07-29
40.5,-107.984,1992-07-29
40.5,-107.9673,1992-07-29
40.3833,-108.4507,1992-08-01
40.6166,-108.734,1992-08-02
40.8,-107.884,1992-08-02
40.5166,-108.6173,1992-08-03
40.55,-108.5173,1992-08-09
40.0,-107.9506,1992-08-11
40.4333,-107.8173,1992-08-18
40.3833,-108.2506,1992-08-20
39.6333,-108.384,1992-09-28
39.7833,-108.384,1993-04-27
40.3333,-108.634,1993-06-30
39.85,-108.3173,1993-07-06
40.0166,-108.334,1993-07-09
40.5166,-108.284,1993-07-10
39.7666,-108.634,1993-07-12
40.2,-108.6007,1993-07-12
40.1166,-108.4507,1993-07-14
40.35,-108.634,1993-07-14
40.8333,-107.9173,1993-07-15
40.7166,-107.684,1993-07-15
40.8333,-107.9173,1993-07-15
40.7166,-107.6673,1993-07-18
40.3833,-108.3506,1993-07-20
39.8666,-108.8173,1993-07-21
40.5166,-108.2506,1993-08-11
40.8166,-108.8173,1993-08-12
40.0833,-108.634,1993-08-12
39.8666,-108.834,1993-08-13
40.4166,-108.8673,1993-08-15
40.3333,-108.3006,1993-08-16
40.6666,-108.934,1993-08-17
40.3333,-107.9673,1993-08-17
39.7833,-108.384,1993-08-22
39.8,-108.3673,1993-08-24
40.5,-108.734,1993-09-13
39.9333,-108.5507,1993-09-14
40.7166,-108.0173,1993-09-30
39.75,-108.4006,1993-10-04
39.7,-108.4006,1993-10-04
40.3666,-107.4173,1993-10-05
39.9,-108.534,1993-11-10
39.9,-108.534,1993-11-10
39.8833,-108.5507,1993-11-11
40.1166,-108.734,1994-05-16
39.8666,-108.184,1994-05-22
40.55,-108.134,1994-06-03
40.1833,-108.4006,1994-06-03
40.1833,-108.4006,1994-06-03
40.1833,-108.4507,1994-06-04
40.4333,-107.8173,1994-06-04
40.1,-108.634,1994-06-05
39.8333,-108.7507,1994-06-08
39.8333,-108.5173,1994-06-12
40.4833,-108.5507,1994-06-25
39.9166,-107.784,1994-06-26
40.1333,-108.634,1994-06-26
39.8833,-106.6339,1994-07-02
40.2833,-108.4507,1994-07-03
40.5166,-108.184,1994-07-03
40.2166,-108.5673,1994-07-03
40.2166,-108.5673,1994-07-04
39.7166,-108.8507,1994-07-04
40.3833,-108.434,1994-07-04
40.0333,-108.184,1994-07-04
39.8333,-108.9007,1994-07-05
39.8666,-108.9007,1994-07-05
39.8833,-108.984,1994-07-06
40.8666,-107.2006,1994-07-06
40.7666,-107.5673,1994-07-11
40.3666,-107.784,1994-07-11
40.0166,-108.184,1994-07-12
40.7666,-107.6506,1994-07-13
39.7833,-108.4173,1994-07-14
40.5666,-108.2506,1994-07-15
40.6833,-107.884,1994-07-15
40.6833,-107.8006,1994-07-15
40.6833,-107.934,1994-07-15
40.15,-107.9506,1994-07-15
39.9666,-108.334,1994-07-15
39.9166,-107.834,1994-07-16
39.9666,-107.9173,1994-07-16
40.5666,-107.984,1994-07-16
40.8333,-107.884,1994-07-16
39.7666,-108.4006,1994-07-17
39.8333,-108.534,1994-07-19
40.2166,-108.684,1994-07-22
40.4666,-108.3006,1994-07-22
40.0333,-108.2006,1994-07-25
41.0,-107.1006,1994-07-26
39.75,-108.284,1994-07-27
39.8,-108.8507,1994-07-30
40.65,-108.0673,1994-08-02
40.1333,-108.134,1994-08-04
39.8166,-108.1506,1994-08-04
39.9333,-108.684,1994-08-05
40.9166,-108.7507,1994-08-06
39.8333,-108.4006,1994-08-06
40.7,-108.6673,1994-08-07
40.7333,-107.6673,1994-08-16
40.5,-107.0839,1994-08-17
40.4,-108.2506,1994-08-17
39.9833,-108.284,1994-08-20
40.4333,-108.3673,1994-08-22
40.6833,-107.7006,1994-08-22
40.7166,-107.6673,1994-08-23
40.3333,-108.3673,1994-08-30
40.6,-108.784,1994-09-02
40.0666,-108.1173,1994-09-02
39.9,-108.234,1994-09-05
40.1333,-108.2006,1994-09-06
40.1167,-106.0506,1994-09-08
40.25,-108.6007,1994-09-11
40.0666,-108.3006,1994-09-23
39.8333,-108.4506,1995-04-05
40.0333,-108.6173,1995-07-26
39.95,-108.0506,1995-07-26
40.2666,-108.2506,1995-07-29
40.0833,-108.1173,1995-07-30
40.2666,-108.434,1995-07-30
39.9,-108.9173,1995-07-30
39.9666,-109.034,1995-07-30
40.6833,-108.6507,1995-08-03
40.4333,-107.7673,1995-08-04
40.4333,-108.034,1995-08-16
40.7555,-107.8229,1995-09-02
40.4666,-108.5507,1995-09-03
40.1,-108.6673,1995-09-04
40.6166,-108.484,1995-09-05
39.7833,-108.334,1995-09-14
40.3333,-108.6507,1995-09-16
40.3833,-108.4173,1995-09-16
39.7833,-108.4006,1995-10-14
39.6333,-108.9673,1995-10-15
40.7666,-107.5673,1995-10-16
40.0167,-106.1672,1995-10-17
40.6191,-108.484,1996-06-05
40.5,-108.1015,1996-06-11
40.2666,-108.6673,1996-06-12
39.6836,-108.6865,1996-06-17
40.4186,-107.9681,1996-06-17
40.6516,-108.2518,1996-06-20
40.3672,-108.5354,1996-06-22
40.2025,-108.434,1996-06-25
40.6166,-108.7198,1996-06-25
40.6852,-107.8862,1996-06-26
39.6675,-108.7854,1996-07-02
40.5686,-107.4523,1996-07-03
40.1347,-108.652,1996-07-07
40.1666,-108.7673,1996-07-07
40.7833,-108.7343,1996-07-13
40.4,-107.7673,1996-07-14
40.3858,-108.4362,1996-07-15
39.8169,-108.6523,1996-07-16
40.3002,-108.6012,1996-07-16
40.7016,-107.7529,1996-07-16
40.718,-108.6521,1996-07-21
39.6836,-108.8023,1996-07-22
40.1186,-108.0348,1996-07-22
40.3002,-108.9354,1996-07-22
40.3344,-107.8006,1996-07-28
40.7016,-108.5698,1996-08-01
40.1186,-108.4031,1996-08-01
40.4675,-108.2176,1996-08-02
40.3002,-108.584,1996-08-02
40.3508,-108.5182,1996-08-02
40.6455,-108.4279,1996-08-03
40.2678,-107.7517,1996-08-03
40.3166,-108.3645,1996-08-03
40.35,-107.6195,1996-08-03
39.8841,-108.0006,1996-08-04
39.9505,-109.034,1996-08-05
39.9355,-108.6693,1996-08-05
40.4839,-107.9681,1996-08-05
40.6166,-108.7026,1996-08-09
40.7341,-108.6179,1996-08-09
39.8841,-108.7193,1996-08-09
40.005,-108.1531,1996-08-10
40.8347,-107.5795,1996-08-13
39.985,-108.0009,1996-08-15
39.8358,-108.3862,1996-08-16
40.4022,-108.7026,1996-08-17
40.3002,-108.6693,1996-08-19
40.0672,-108.1848,1996-08-20
40.8833,-108.2009,1996-08-21
40.65,-107.6006,1996-08-27
40.6666,-108.5173,1996-08-28
40.5833,-108.1173,1996-08-28
40.5833,-108.2009,1996-08-28
40.7166,-108.534,1996-08-28
40.6352,-108.1354,1996-08-29
40.25,-108.7507,1996-08-30
39.9,-107.8006,1996-09-02
39.95,-108.2506,1996-09-07
39.7666,-108.4506,1996-09-30
40.2166,-108.6173,1996-10-02
40.4833,-108.3507,1997-06-27
39.9,-108.9673,1997-06-29
40.2333,-108.334,1997-06-30
40.7833,-109.0173,1997-06-30
40.0166,-108.2006,1997-07-07
39.8,-108.5173,1997-07-09
40.7,-107.984,1997-07-10
39.8166,-108.7173,1997-07-16
40.5639,-108.3534,1997-07-24
40.3333,-108.1673,1997-08-08
39.9833,-108.184,1998-04-22
39.7333,-108.034,1998-05-03
39.7,-108.2506,1998-05-04
40.05,-106.2284,1998-05-21
40.3833,-107.5673,1998-06-22
40.3166,-108.4173,1998-07-04
39.8986,-106.6173,1998-07-05
40.0708,-108.209,1998-07-13
40.1416,-108.584,1998-07-13
40.1722,-108.7729,1998-07-14
40.75,-108.8173,1998-07-19
40.7111,-108.6215,1998-07-19
40.0566,-108.5273,1998-08-07
39.92,-108.2473,1998-08-09
40.175,-108.7837,1998-08-13
40.0116,-108.2456,1998-08-14
40.8833,-108.9257,1998-08-14
39.773,-108.3537,1998-08-14
40.3333,-107.3784,1998-08-29
40.7164,-108.6646,1998-09-07
40.6166,-108.7923,1998-09-07
40.3722,-108.1673,1998-09-08
40.4166,-108.334,1998-09-08
40.34,-108.4673,1998-09-18
39.8186,-108.4356,1998-09-26
39.9833,-108.4973,1998-10-08
39.91,-108.3262,1998-12-04
39.9933,-108.49205,1999-03-23
39.89135,-108.39787,1999-03-23
39.97885,-108.35732,1999-03-24
40.3169,-107.9006,1999-03-25
39.81858,-108.41677,1999-03-30
40.02608,-108.24621,1999-03-30
39.89136,-108.45427,1999-03-30
39.80414,-108.13452,1999-04-17
40.08441,-108.22732,1999-04-18
40.33135,-108.07703,1999-04-18
39.77497,-108.2662,1999-04-18
40.0408,-108.2084,1999-07-01
40.5439,-107.9151,1999-07-02
40.6747,-108.067,1999-07-02
40.7594,-107.7926,1999-07-03
40.4375,-108.024,1999-07-04
40.05,-106.1492,1999-07-05
40.2733,-108.2462,1999-07-07
40.4133,-108.1051,1999-07-07
40.4422,-108.124,1999-07-07
40.0408,-109.0357,1999-07-10
39.9172,-108.7729,1999-07-19
40.3169,-107.889,1999-07-19
40.2586,-108.9979,1999-07-23
40.66,-108.067,1999-07-28
40.6747,-107.9912,1999-07-28
40.6747,-108.0101,1999-07-28
40.6747,-108.0101,1999-07-28
40.66,-108.0292,1999-07-28
40.66,-108.0481,1999-07-28
40.3022,-107.8137,1999-07-28
40.6455,-108.1051,1999-07-28
40.2297,-108.434,1999-07-28
40.0844,-108.7348,1999-08-09
